Actual Product Weight,Linear Regression,Decision Tree,Random Forest,SVR,XGBoost,Neural Network
28087,28863.64143,29139,28320.8,22645.27035,27820.3,28079.99048
24137,23816.32667,22095,23542,22102.32296,24364.113,23661.7094
19064,20168.33507,18115,19181.22,22070.0101,19232.445,18938.73501
27058,28834.43744,29071,27580.48,22552.46743,27550.58,27914.03587
6091,4127.84174,5114,5209.36,21661.96376,5425.5933,6927.875384
18092,20170.77146,19136,18433.57,21961.28681,18717.787,18611.96725
4141,5144.890641,5128,5092.92,21012.84146,4959.443,4433.893203
14138,15896.22082,15121,14936.12,21693.1642,14300.149,14316.17247
37059,37394.1123,38119,37168.24,22805.38922,36994.855,37350.06883
31061,30307.48218,30102,30431.11,22355.30822,30942.92,30963.63654
9063,9019.693471,9078,8814.27,21492.48384,9146.884,9447.126839
29128,29353.55814,30078,29713.8,22305.07231,28690.844,28858.06278
26151,27757.75008,26133,26278.01,22393.6552,26450.021,26218.36354
27114,26383.14668,26129,26376.89,22344.43862,26100.414,26287.70297
31074,32341.43263,29062,29761.91,22393.0703,29717.13,30514.5312
21099,20671.48724,20073,20148.35,21951.43863,20096.924,20343.20786
21079,22281.37025,19083,21003.71,21930.29529,21081.777,20958.70402
13128,14464.27553,13136,13029.83,21534.7961,13121.617,12604.12892
23105,22068.67704,22118,23427.17,22218.69069,23419.38,23493.89573
20132,20812.3415,20078,20919.18,22108.05114,21335.617,20142.94296
28145,27640.24194,27105,28113.36,22074.24251,27964.15,27588.67097
17113,17518.80245,18090,17387.81,21862.81999,17197.693,17825.0659
42116,39690.53579,43098,42087.86083,22685.86508,41496.625,40311.448
6140,7533.565301,7092,6895.89,21306.70075,6740.114,7032.87573
5108,5722.830666,5074,5531.63,21226.52232,5740.341,7408.467253
5117,4607.418953,5076,5343.505,21704.91354,5436.6777,6754.184772
12068,11291.59143,12085,12156.44,21635.69077,11933.212,11523.19503
44127,44600.47003,44090,43743.45,22698.21049,43660.16,44798.60525
36114,37392.65228,37109,37213.71,22824.64738,37282.445,37335.81617
31089,31121.16245,32070,31762.21,22310.45586,31763.998,31845.6647
5086,5382.202716,5096,4756.6,21327.21028,4887.458,4974.729254
29077,31008.86492,28141,29444.12,22318.64824,29021.715,30660.33461
13063,12488.1504,11100,11858.95,21604.6498,12262.389,11548.05706
29123,30270.43546,30112,29342.85,22155.16,29075.621,29495.25872
29056,27384.69108,28136,28822.94,22295.55719,28651.273,28337.07901
46127,43534.56052,46100,45450.38,22283.25681,44873.055,43681.47978
30086,29057.91261,30111,30637.53,21973.03621,30313.336,29336.22823
20073,18161.31596,20071,19731.74,21881.47776,19703.87,19357.52166
31115,30976.79294,31076,31066.25,22091.52127,30317.469,30212.99306
17146,16557.3346,16149,15662.29,21981.52717,15618.138,15466.45009
4074,1702.112843,3113,3449.68,21206.67648,2954.49,4210.003848
21124,22264.33938,19083,20789.72,21939.89233,20862.227,20676.6306
40099,38619.1539,39098,39552.18,22457.68348,39858.008,41381.17927
28117,28040.13527,28079,26967.95,22223.72043,26868.19,26770.59799
24072,25559.80092,25086,23866.05,22174.51916,23913.613,23904.22809
31112,31930.08133,32056,32083.03,22203.68365,31589.74,32341.90378
21059,21640.57344,21112,20766.56,22095.45864,21074.033,20378.46692
6102,5466.319757,7114,6795.99,21804.33104,6908.1777,6886.97209
29106,30116.28336,31151,31699.14,22339.97371,31002.547,32401.09644
18083,18700.50464,19105,18914.04,21992.69601,18819.3,18473.28505
31084,31610.39082,30102,31702.37,22369.41105,31653.805,31828.39223
3096,1528.78683,3147,3261.755,21732.13363,3044.3455,3043.23144
5141,1181.614477,3088,6222.93,20999.393,7071.2144,5338.66428
6083,1969.742785,11142,7238.26,21446.04197,6718.7373,5740.351787
16109,14281.32355,15114,14898.31,21904.11029,14889.498,13639.56588
9079,7672.515976,8062,8341.75,21750.77573,8236.565,8358.007448
25083,26513.15622,27112,26138.92,22200.80525,26412.615,26196.36822
11096,11767.74365,12105,11462.42,21534.82756,11129.769,10560.40681
37146,37627.4211,36062,36323.77,22817.1186,36634.293,37250.09165
17130,18402.52109,17095,17021.19,22064.14456,17068.674,17270.28956
9120,9238.741724,9141,9122.08,21346.04125,9060.641,9219.871146
22119,24377.05959,21114,22794.07,22175.49081,22948.873,23588.39063
13110,14119.25489,12117,12454.65,21838.2033,12644.927,12787.58753
22062,20916.43757,21083,20748.51,22094.32425,20781.885,21462.38944
23080,24237.70367,23109,23177.23,22234.46019,22858.113,23164.45923
6075,7677.405803,7111,6509.72,21553.07902,6321.57,5899.252817
17127,18235.19585,18091,18172.79,21964.2547,17836.5,18527.77811
33115,33180.47995,36100,33675.93,22216.56052,33301.05,32947.22992
22119,21926.77771,22089,21956.28,22277.86313,21890.432,21135.72987
6065,6972.916045,6093,6683.84,21205.63717,6481.828,7806.510925
24130,26432.52198,25075,24530.01,22033.28855,24394.748,24720.17515
41149,37537.16588,39069,39845.96,22726.93518,40158.207,38769.02287
22060,21438.3244,23136,22585.75,22322.98645,22354.111,22808.03827
40091,37638.52844,39078,39012.43,22592.70924,39183.69,38356.23908
32062,33203.99031,32090,31438.44,22187.72587,31307.145,31860.48145
36081,34071.89337,34097,34690.59,22651.4652,34936.38,34922.66298
21140,20718.68194,18144,19440.12,22181.17956,19534.15,20304.96556
39138,37727.37593,40130,39278.09,22758.83588,39861.504,40131.47077
8062,1174.394242,6103,5609.87,21104.84329,6915.917,4303.299299
32073,31127.10073,29065,29147.77,22768.88637,29372.844,30633.34476
22089,24343.28591,22131,22618.825,22231.20618,22809.883,23166.19847
32094,30361.2108,30098,31664.45,22387.17765,31559.367,30487.7702
32057,33366.30772,30142,31024.14,22487.60428,31358.822,32066.24695
30125,29208.67782,30151,30652.42,22380.46135,30587.033,30223.75362
31086,31481.99542,33112,31927.29,22638.50606,31944.52,31943.39815
19055,17871.37201,19090,18393.16,21973.1715,18634.414,18527.46741
10065,13336.40622,11078,11115.8,21569.92955,11107.656,11331.99782
23073,25780.11265,25108,24903.36,22103.34517,24120.771,24249.20264
31133,30920.41251,33121,32725.77,22407.92801,31539.121,30852.33762
9061,8515.28441,8098,8442.16,21705.73187,8202.801,8431.757404
48148,44081.29603,48098,46952.86,22322.45542,46915.215,45933.9516
29071,27305.26266,30093,28883.86,22343.52311,28465.785,27380.72347
30114,30844.38874,33081,31736.07,22658.72783,31018.197,31520.71498
44080,41888.96054,45109,44134.95,22955.35643,43871.168,43627.93878
33102,32696.43166,32069,32487.9,22545.18172,32855.098,32670.28703
14109,14021.28131,14090,15205.16,21927.03678,15237.773,14518.72618
7133,6851.827892,7115,7025.24,21337.1392,6948.744,6490.627637
21117,24596.33971,22082,22308.33,22144.36736,22742.35,23116.46825
5115,6611.644002,5119,5193.753333,21382.42661,5078.0117,5064.172488
5082,5458.476933,5072,4983.67,21286.14264,5024.54,4931.224655
33056,34075.29969,31116,32583.3,22737.27455,32721.281,33281.32532
25084,25088.50205,23151,23784.43,22440.14537,24038.916,24034.15744
28102,29103.78908,28136,28081.65,22443.79229,27492.436,29050.02376
43141,43342.61956,40133,41459.37,22723.73048,41434.7,43347.25059
28067,30097.88768,27096,28354.35,22310.46982,27911.121,29198.38992
22104,24779.59116,22110,22726.45,22049.44763,22685.766,23145.40016
48112,44338.52459,47145,47250.4,22352.0046,46603.406,45068.44601
45103,42088.58637,44057,44383.46,22932.80557,44723.637,43938.64025
8079,7420.013138,7056,7463.44,21312.10658,7753.741,7665.857617
5055,5718.829113,5091,5284.78,21398.08028,5204.629,6274.180433
12150,13776.94942,12122,12183.88,21577.68808,12063.315,12234.85367
25059,26095.45967,28093,26753.16,22204.49571,26455.451,25711.11196
19061,19338.94849,19118,19785.94,22180.95382,20570.732,19984.72896
30110,30337.53934,33055,31262.149,22325.96534,31259.648,31203.81355
28114,25849.3687,26126,25786.63,22455.93069,26130.744,26199.85059
29084,28676.14131,29108,29419.64,22506.16642,29314.467,30317.44768
6086,7444.335631,7148,6884.1,21523.24659,6444.4287,7218.584871
26093,27201.26072,24128,25649.94,22477.96747,26700.812,26260.97216
33101,31823.31562,34129,32719.89,22465.45602,32384.797,33066.75712
26067,24893.98641,25069,25225.12,22062.71894,25400.453,24838.91036
3063,1164.073483,6084,5657.11,21319.82798,6946.1006,4748.726414
7135,7365.713382,7117,7094.29,21430.20647,7179.401,6561.564411
23100,22592.93795,25099,23366.93,22109.65606,23520.854,23437.0173
32129,30395.20761,30151,31101.41,22151.41842,30935.184,30965.27184
26104,26080.78918,26089,25958.76,22361.05578,26412.662,26239.25682
16136,17879.33885,16094,16516.04,21805.44616,16766.004,16202.4214
29124,31467.09221,31103,30275.802,22668.30937,29649.746,30915.09067
22136,22208.82978,22080,21661.73,22232.13374,21515.32,21303.97672
31090,28959.37104,28064,29716.91,22181.30559,29985.19,29440.77815
13114,12862.62312,13129,13366.94,21634.00278,13448.517,13054.0416
24096,24552.08171,21088,22411.86,22098.72385,22690.426,23376.61038
39090,36253.7886,39056,38095.65,22490.55549,39239.7,37097.9243
50128,45901.70913,50143,50530.74,22901.99757,50543.742,48518.18688
6080,5482.195268,5148,5390.77,21123.97968,5271.58,5887.924024
20102,20612.6347,20104,19544.99,22045.40206,19832.91,21149.90811
37100,34177.94466,37065,36956.82,22154.22438,36300.98,34807.71332
26147,25558.36951,26142,26361.39,22326.17788,25664.266,25571.16648
8088,1413.355565,8105,6147.41,21108.71931,6169.447,4207.919466
9076,8309.870202,9149,8713.36,21827.22732,8696.578,8962.130409
32151,33179.87059,33096,32660.34,22589.94163,32830.46,33619.24124
16128,17476.24947,16118,16497.89,21837.97441,16552.328,16396.53272
38135,37395.4226,39092,38122.74,22748.78675,38904.29,38324.57362
33124,31605.67499,32096,31195.91,22227.04111,30443.781,31581.1605
30070,30833.70962,30104,31174.48,22526.86446,30871.797,31328.96296
30065,30789.02921,31061,31095.88,22349.08898,30961.088,30478.04414
12081,13317.14364,12083,12204.1,21558.08408,12221.509,12083.83856
49133,48192.85335,52093,51206.21,22905.41661,50960.723,49567.86613
42095,43582.39196,41098,42039.39,22880.95201,41746.293,42913.8065
16116,18044.81942,17093,16546.41,21905.00681,16655.555,16628.35518
32093,33460.46902,32062,32619.86,22309.8217,32705.377,33309.36184
25117,24330.19991,27129,26264.5,22227.00815,26046.791,25908.7026
25106,25755.88212,23137,24609.13,22083.58198,24632.613,24337.64483
20140,18899.35658,18085,19284.97,22150.69973,19543.307,18649.58386
18090,20548.50781,20055,19453.95,21928.47621,19286.271,18970.27109
4149,1706.376823,6098,7251.81,21405.87807,7806.4697,6331.718972
5107,5934.482523,5085,4951.2,21085.84157,5062.163,5471.438808
9129,9396.972634,8110,8922.14,21924.2128,8687.902,8848.486575
28135,30571.82196,29137,29087.5,22409.89281,28390.887,29235.83596
17110,15727.36289,16065,16297.25,21881.15168,16143.774,15793.54139
23103,22826.46952,23126,22674.54,22133.64612,22304,22002.38699
14070,14261.72634,14103,14492.05,21850.69056,14415.615,13835.15232
13076,13548.79566,14058,13333.33,21805.95498,13350.722,12474.11482
26067,29102.2571,28087,27695.67,22307.05533,27744.762,28127.75402
26068,27583.91454,28109,28155.05,22313.37925,28341.71,27763.15102
29086,29048.39174,28150,28597.66,22075.70878,29036.416,28549.7095
25098,23876.04294,25144,25643.31,21970.699,25297.764,24729.91195
6122,4927.063437,5076,5517.1,21310.42353,5225.6553,6292.381736
18084,18070.36266,19072,17681.38,21805.7113,17639.621,17236.84242
34086,34353.80179,34122,32249.91,22826.96391,32965.074,33240.32773
19080,20222.09245,18115,18490.25,21874.9598,18619.908,18820.46884
31065,27928.35491,26148,28440.73,22390.67912,29216.973,28148.34821
20134,18581.11421,20103,20321.42,22019.64472,20024.648,19507.94364
20070,20814.25175,20069,19530.55,21812.20448,19548.146,19726.47743
6128,1916.225221,6120,7834.47,21291.60251,7430.484,5961.738404
34137,32476.72027,34111,34325.74,22409.93068,33798.953,34345.07623
25148,25132.50816,29091,27126.27,22185.44143,26262.479,25395.76967
43075,42982.00332,44097,44342.47,22908.72124,45130.992,44237.07738
22098,22240.69997,24119,23506.32,22102.52348,23220.37,22625.72214
7088,6140.76184,7085,6620.953333,21625.2169,6063.426,7160.042745
12082,13771.18865,12124,12954,21771.28138,13122.8955,12457.84123
12132,11751.35709,12088,12059.78,21353.50632,11950.861,11861.744
21145,23893.88919,22082,22240.62,22327.32176,22544.457,23188.40567
20127,20806.35555,20109,19173.18,21984.22964,19541.197,19048.04483
6149,6967.781964,6077,5981.725,21570.48508,6043.5015,5799.790957
43140,40899.19681,42059,42982.08,22985.05674,43020.758,42024.79419
8055,9721.765364,8083,8199.84,21299.11461,8373.632,8357.847441
17118,18380.19912,18095,17648.75,21818.47657,17570.557,17533.0579
26106,26211.39488,29107,28078.16,22461.54748,26816.13,26773.82849
32149,33422.20329,32078,32655.55,22490.10621,32961.773,33480.55304
23140,22311.27723,24056,23314.89,22131.3474,22920.346,22511.90138
26101,26169.28317,25093,27098.51,22217.57478,27110.713,26678.38852
14130,16852.96378,14136,15345.04,21860.30048,15179.199,15354.34179
28135,26690.8138,25101,25742.83,22477.60881,26883.096,26494.93533
29090,31357.78255,29095,29386.47,22671.96834,29368.998,30411.34629
16137,17272.01498,16114,16853.51,22062.65069,16703.762,16595.15835
5131,4684.046372,5146,5316.09,21439.36193,5130.385,5522.338839
21105,21740.77551,21062,21388.62,22078.11847,21205.248,20896.31706
24117,23410.01737,24149,23996.3,21864.22338,23926.814,23559.04477
24150,24091.94764,24145,23407.62,22333.87881,22679.08,23047.45547
27139,28573.84681,26074,27429.49,22528.20338,27093.29,27268.79821
6099,1618.365738,6073,4873.16,21254.44126,5455.6543,5670.185046
55120,49373.61908,54105,53638.33,22324.12435,52780.273,52501.76972
31141,33189.18985,31143,31456.53,22694.46195,31572.998,33077.76957
37097,35303.88326,34137,34655.24,22547.01945,34982.797,35561.69745
31110,33947.87107,32084,31589.41,22368.36062,31742.105,32256.13465
17115,18913.51807,18148,17358.86,21686.24378,17498.656,17712.32794
26103,23813.80541,23060,24152.56,22119.03457,23675.104,23665.25869
36149,35891.32644,37110,37334.55,22507.85895,37034.81,37163.16018
40104,36373.53699,39072,39357,22559.56113,39311.8,37596.85595
37111,37245.66915,37089,36327.7,22335.58516,35584.598,37076.86156
15140,13791.44144,15083,15499.41,21992.37504,15288.448,15693.34586
26127,26706.33784,26130,26749.17,22296.27636,26820.436,26621.87378
32074,30604.62816,32076,32917.4,22173.39676,32722.033,32408.31645
13064,14606.14773,15150,14146.98,21770.22727,14254.622,13434.61341
22105,20027.34297,20101,20417.75,22002.17849,21141.87,20788.25076
17139,16426.09629,18100,17298.05,21770.7839,16860.477,16393.4002
29057,28559.82736,30062,30052.89,22189.50229,29487.209,27936.2682
7063,7748.460248,7078,7130.29,21516.09302,7115.4644,6809.893808
20134,20367.31259,20069,19584.06,22107.47543,19808.322,19821.46007
30067,29599.26334,31061,31909.71667,22496.54019,31111.926,31161.81031
22062,20051.63843,22084,19874.55,22037.73983,19816.697,20808.52441
19077,19500.0594,19075,19215.812,22016.83702,19253.104,19744.15917
12142,11443.82908,11092,11319.9,21439.18904,11700.663,11475.18455
33134,31554.75756,31063,31996.1,22703.8546,32040.102,32188.11317
25081,28298.12981,28069,26836.65,22185.00285,26777.674,26698.07777
8082,972.935962,8087,6068.86,21274.4053,6298.9517,6290.63372
30113,28351.98706,30125,30574.42,22093.33512,30604.117,29763.22667
29073,32073.23129,31092,29947.8,22241.82085,29366.494,30645.8357
24078,24578.261,24099,24954.86,22366.02301,24930.04,24937.33682
13137,14166.26294,14111,14315.64,21871.60883,14121.024,13448.7209
25099,25099.84205,23123,23647.92,22203.00056,24906.223,24025.94082
3086,517.8412638,3137,3151.12,21134.7976,3273.7612,2950.147875
13113,12253.11268,11060,11723.25,21879.51804,11938.99,11690.1646
12115,12141.64217,13091,12468.39,21976.74693,12801.63,12750.28384
45148,43105.85187,45078,45744.84,22440.48377,45811.047,45069.08244
18094,18742.76105,18093,18092.58,21903.36309,17689.1,17367.37423
41073,40395.40853,41080,41087.08,22865.67653,41239.84,41120.2445
7104,7362.243492,6077,6287.33,21453.65447,6632.8755,6846.292047
23138,23101.30648,24115,23734.57,22005.1793,23929.307,23314.52841
24136,22192.70617,23058,21889.44,22139.45789,22071.629,22594.64009
30132,29841.91976,31117,30797.0525,22522.3943,30937.58,30916.90043
16128,16505.26011,16114,15755.78,22069.5496,15791.513,15285.86714
38145,37175.70294,37101,37797.07,22312.06248,39096.117,37374.09561
6092,5214.393982,5061,5501.625,21420.02052,5615.0557,5822.07769
35143,35497.36946,38132,36800.48,22811.92455,36881.863,37091.43193
15113,14237.72578,16104,15757.39,21942.68698,15636.932,15446.81133
26114,26055.72639,26092,25929.31,22181.12042,25875.746,26336.97167
27117,27338.33775,28131,27926.69,22364.40942,27881.758,27147.10755
33116,35033.8357,33100,33536.12,22654.48438,34046.62,34098.65975
39106,37208.73904,39151,38388.04,22830.32224,38156.348,38291.45596
15111,15480.49746,16136,16312.02,21968.24476,16239.634,15783.68398
29090,31612.75148,32139,29652.35,22674.3769,29641.97,30651.47472
32080,31860.24843,32067,32080.97,22682.63696,32321.072,32562.09565
53086,49429.2701,53139,53150.53,22561.97768,52667.13,51215.14827
6104,6679.702443,6064,6012.2,21287.53488,6119.406,5892.073291
48093,44379.81579,48127,47734.5,23015.57879,47600.37,46350.78762
6060,3766.435101,6066,5469.27,21731.25985,4945.074,6738.636822
36059,39229.05105,39150,38267.69,22524.01338,37999.24,38935.6292
8113,7953.061732,7067,7341.495,21514.36132,7701.235,7977.612519
12093,10908.85643,12093,11888.55,21839.65655,12168.984,12173.09777
27105,29267.07521,28077,27240.35,22372.27941,27435.445,27675.12536
5151,6126.348252,6145,5533.11,21451.34667,5924.504,5411.032854
21089,23821.561,22074,22982.12143,22326.80556,22937.031,22773.11608
16131,14995.42899,17068,16800.29,21951.98793,16289.468,16112.45017
12107,12030.90567,13079,12316.43,21801.19411,12108.644,12262.39416
21072,22181.70289,20065,21291.54,22256.71868,21777.266,21100.61044
17112,19492.34349,17094,18148.97,21790.94968,18338.984,18126.36689
5088,6999.996577,5084,5861.9,21406.73326,6087.842,5803.423513
19110,17302.85111,17055,17401.78,21987.20705,17601.574,17410.43027
16077,15534.4178,17111,16842.27,21956.66263,16617.174,17063.30666
29070,29795.7748,29115,27987.13833,22231.42575,27897.47,28057.47318
5110,5393.865021,5127,5017.57,21204.33268,4922.0464,5363.534323
11122,10972.11893,11113,10713.55,21790.65211,10832.137,10481.0657
10126,10564.31306,10098,10279.6,21832.00432,10505.177,11326.41667
27146,29484.65521,30079,29010.12,22662.42945,28787.57,29050.45225
22124,21938.58469,23124,22785,22001.01254,23126.398,22672.62143
44070,40946.1815,44131,42253.03,22762.72924,42545.55,41791.43319
24126,24578.97598,24055,24221.22,22181.20962,24498.979,24280.53223
38121,34617.8324,38139,37486.36,22747.002,37172.33,36191.72683
13055,14167.27553,15119,14450.33,22015.54186,13953.043,14308.23953
34083,34781.22933,34079,34295.76,22271.54094,34659.36,33876.3565
23060,23006.44073,22062,23109.86,21927.09801,23463.625,23329.35562
19125,18761.53832,19079,18884.77,21787.58958,18703.514,18886.65238
24100,25730.90556,24079,24777.6,22470.49364,24852.922,25162.25981
10088,11523.34235,12105,11353.72,21582.09118,11152.793,10289.65965
19125,18118.2434,19067,18784.54,21744.24581,19029.826,18837.11428
28116,24596.4791,25125,25985.58,22346.10985,26029.273,26272.01687
4079,5733.228449,5133,4793.03,21449.79899,4753.3345,4593.081574
26080,26287.75914,25140,26239.04,22180.7932,26353.27,25153.57113
27141,25825.67477,25097,25441.9,22360.29003,25962.467,25229.58057
33097,29982.02525,31092,31259.78,22668.33041,31123.738,30416.61353
15109,15156.16609,14109,14823.82,21997.18277,15291.007,14871.53748
34110,31946.53366,31144,31427.04,22567.4941,31696.54,32046.83349
34119,32196.61968,32101,32533.22,22503.02739,32723.838,33246.04862
21059,21208.32493,22144,22319.05,22261.02887,22047.129,21620.25893
24149,22733.83225,23107,23092.93,21870.89033,23032.42,22908.63717
6073,6941.459964,6075,6034.49,21363.83153,5923.9287,5770.458953
26068,27285.59839,26083,25775.5,22188.9925,25740.58,25805.23613
20116,20060.65673,20098,20396.72,21887.59521,20376.842,20278.1503
29104,27540.1199,30083,29460.99,22338.99252,28485.209,27544.28401
15142,16317.97345,16118,16115.34,21863.2057,16623.424,16240.28475
17131,18218.22914,18091,17719.32,22006.77296,17518.557,17672.61731
13090,13944.20313,14062,13877.21,21985.89114,13822.532,13426.42172
29082,27838.71114,29112,28327.13,22168.54646,28680.799,28126.11368
25090,25124.99715,23097,23446.45,22438.50715,24074.393,23982.18102
24094,23406.16601,23109,23419.67,22157.48593,23231.2,23346.36184
14100,14206.1207,14065,14517.81,21510.35135,14549.055,14078.97683
43119,39245.32022,40127,40675.86367,22496.62948,41684.062,39898.8228
29060,31213.91691,29116,29601.95,22261.0557,29989.902,30544.10685
15125,15667.75201,16095,15152.81,21850.17677,15282.575,14818.39674
11102,10588.6951,11115,10705.42,21555.33167,10441.787,9931.736518
12055,11554.47387,12080,12284.16,21907.79302,12167.856,11396.97866
25096,23909.72422,24140,23497.26,22143.91083,23073.941,23205.81907
25103,25612.3908,25099,24941.15,22128.24469,24747.076,25443.68548
16082,15356.14668,15100,14943.41,21757.14242,15090.35,14208.01599
22135,24555.76096,24121,22543.77,22023.74912,22578.508,22967.74392
7069,8571.098102,7121,7044.53,21497.06053,6827.4717,7451.388487
11116,11462.65463,11143,10905.37,21496.80089,10900.648,10122.96629
44072,42858.99007,44111,44429.82,22796.58874,44190.297,44419.93263
18089,18563.76379,19073,18617.06,21970.56691,18657.521,18081.94515
6081,6520.936739,6066,6420.964167,21365.0877,6601.2046,6994.889421
18086,18050.73001,17119,16666.62,21785.84935,16849.695,16657.12445
15086,15598.97096,15132,15108.42,21726.72775,15113.713,14653.05981
7061,8226.02361,7083,7266.44,21230.5453,7061.8467,6980.368701
33122,32431.24122,32127,31038.13,22101.11923,31903.008,31878.4581
22085,23384.54833,22141,21982.67,21931.99939,21939.438,22257.93694
26066,26981.86091,26115,26455.83,22303.87024,26562.383,26501.91333
24089,25379.52264,25115,24334.83,22345.94239,23953.293,24141.13736
21130,22659.84247,21089,21091.88,22077.41864,21923.66,21150.79035
17132,15753.97612,17082,16224.58,21874.3322,16197.15,15995.97924
41085,39282.46615,44091,43258.07,22422.52089,43420.797,41446.93338
17063,17042.27907,17117,16606.16,22031.50594,16780.988,16742.98431
33072,30455.15838,30078,31390.97,22581.48458,30938.078,31681.52583
28062,29575.78774,27127,28013.80667,22395.5185,28023.695,28166.30324
8125,9722.946351,9067,8799.14,21416.87842,8413.343,8396.831445
11088,11135.7954,10103,10773.95,21677.33245,10708.048,10846.46413
27123,27901.29036,27117,26563.3,22328.73277,26423.457,26803.28048
21139,24273.17245,22130,22563.7,21972.4694,22554.475,22706.92072
19149,18972.83508,18132,18842.11,21659.02156,19319.018,18982.92959
22075,24545.52492,22074,22290.75,22026.26919,22705.664,23367.32744
44113,43835.1013,46089,45641.3,22947.80369,45441.504,45138.47788
28122,28227.94249,31093,30010.17,22428.51075,30439.281,29471.22019
27112,28071.83897,27124,26632.13,22189.5723,26665.113,27071.93901
30112,28315.41446,28060,29819.58,22548.66417,29170.998,28732.38815
38130,37053.70022,38142,38050.63,22804.24818,38159.29,37695.54909
35123,36102.63481,36078,35881.79,22845.96158,35146.973,35835.56932
37083,36577.06584,39116,38769.9,22592.93795,38656.24,37671.23202
31066,27983.17862,30080,29223.33,22183.46364,29458.18,28947.7498
15079,15200.0343,15141,15101.41,22007.54234,15236.667,14623.66998
41057,41176.83177,39079,40654.45,22555.60283,41000.44,42368.70609
17098,16237.5708,17101,16949.38,21676.49379,16843.885,16711.49941
28114,29430.23634,27088,27484.13,22245.94194,27544.795,28081.01055
7134,8617.886761,6100,6856.76,21531.78584,6848.6157,8158.686104
5082,5247.037359,6098,5431.46,21309.63545,5395.3857,6003.182519
29096,30290.83811,28069,28513.605,22330.4233,28314.129,28763.33749
28098,31105.51784,28055,28289.02,22222.88547,28744.678,30247.06937
7073,7637.662971,7135,6466.45,21530.8738,6601.431,7176.222166
26121,25997.43206,26072,25969.01,22234.36774,25802.666,25925.54982
18109,18929.92993,19081,18915.3,22002.51408,18639.867,18879.90522
5139,5978.959804,6119,5365.36,22019.70341,4845.5205,7068.104274
6085,6768.660292,6096,5663.11,21244.34799,6107.725,5565.730848
12068,12123.8853,12134,11821.12,21621.10265,11598.936,11773.06936
32127,31007.49059,33138,33098.4,22407.85187,32770.523,32148.97962
42130,40307.38852,42122,41772.41,22891.36602,41777.332,40651.98585
43128,41828.47112,43116,43228.77,22615.38725,43709.727,43583.89007
42082,42858.13454,42127,40990.63,22929.52295,41675.434,42834.75401
5143,5081.686751,5128,5059.57,21302.35702,4837.845,4951.95686
7132,6504.420791,7067,7278.05,21728.67464,7105.416,7262.824817
24150,26214.95926,24143,23976.34,22456.36721,24250.242,25471.94029
5127,6396.087868,5059,5883.88,21743.82663,5989.472,5902.041629
32138,32955.08811,33089,32922.70833,22682.3109,32887.324,33342.41671
19066,18579.00988,18115,17948.79,22119.27065,18311.4,18010.09885
6094,4880.516152,7113,6750.57,21654.40375,6287.407,7823.235339
15141,15208.07415,16115,15622.22,21634.56325,15501.978,15374.24185
29070,28674.21914,28085,28185.1,22445.34497,27936.242,27764.64471
35087,35308.33278,36056,35517.65,22157.30679,35642.547,35798.32727
31145,29230.8426,33098,32195.8,22554.26483,31816.936,30777.23002
23112,24484.5278,23121,23106.69,22205.53975,23223.277,23467.35863
15097,15702.56638,15059,15257.21,21942.12888,15328.409,15375.59304
3120,1657.505963,3145,3577.92,21198.29882,3907.248,4441.764545
40077,37354.78981,40114,39634.17,22687.2687,38907.48,38508.94187
49118,49059.22797,48122,48793.07,22371.14934,48801.37,50057.86235
39132,42202.26751,41077,40782.74,22253.59177,40136.457,41324.08985
28124,31939.85359,31105,30599.835,22413.64483,29451.76,30915.4362
20147,19408.50924,20144,19781.05,21974.21969,20183.014,19457.29944
21128,21562.24835,20101,20564.39,22090.97652,20736.803,20218.81147
25107,26685.78533,25139,25412.83,22309.34366,25529.54,25712.37041
12149,12722.24585,11147,12210.7,21680.32332,12281.48,12434.17079
5072,5359.717059,4064,4804.86,21061.85213,4806.8955,5032.653864
6063,1133.035163,3119,3486.49,21385.83463,3115.2146,4246.178647
18092,18543.4134,18113,19104.72,22032.86981,18815.434,18980.87773
18064,18684.84498,17122,17372.99,21743.70352,17535.771,17496.85867
22059,21911.51155,21116,21949.36,22075.6985,22262.12,21989.38769
6067,5862.259397,6134,5368.04,21545.02092,5526.4556,5925.780895
28127,30800.5163,28089,28129.56,22337.37705,28456.893,29222.21906
5079,7067.700927,6139,5909.84,21785.84881,5985.058,6133.539691
14057,12070.45393,13065,13366.27,21767.28448,13132.593,12993.48593
20075,19073.15383,20109,20469.49,21790.78517,20546.121,19985.61413
11093,11942.52002,10104,10515.87,21442.11428,10855.129,10612.0436
3150,1619.202227,3106,3883.92,21189.21051,4414.0835,5246.957399
18121,18584.59416,19092,18790.685,21876.84553,19005.193,18879.2298
46137,46838.96678,46100,46254.67,22940.6136,46415.344,47340.00309
24126,25686.528,25087,25352.21,22354.63905,25409.428,26667.04907
19139,19641.55643,20114,19297.08,22074.81497,19012.139,19611.43226
12116,12687.37465,13091,12726.73,21901.32681,12505.135,12065.89242
21143,20271.47503,21063,20956.6,21906.25121,21252.81,20719.20204
10065,9991.210667,9151,9493.52,21647.94374,9513.509,8925.666481
6081,966.8948196,6142,7436.01,21477.67015,7592.2417,6400.181397
31107,32309.75864,29122,29287.28,22404.15544,29638.008,31055.22284
